Asteroid_ID,a,e,sin_i,H,C,Family_ID,Family_Number,Family_Name
236114,3.9652,0.17717,0.04986,14.8,-99.9999,2,1911,Schubart
236673,3.9662,0.19834,0.04849,14.72,-99.9999,2,1911,Schubart
236852,3.96659,0.20798,0.05147,14.7,-99.9999,2,1911,Schubart
236856,3.96606,0.1941,0.05086,15.36,-99.9999,2,1911,Schubart
236925,3.96639,0.20282,0.05078,14.76,-99.9999,2,1911,Schubart
237255,3.96464,0.16749,0.05024,15.37,-99.9999,2,1911,Schubart
237861,3.96462,0.16747,0.04998,15.06,-99.9999,2,1911,Schubart
238560,3.96657,0.20757,0.04946,14.64,-99.9999,2,1911,Schubart
238804,3.96654,0.20685,0.05012,14.79,-99.9999,2,1911,Schubart
238834,3.96625,0.19957,0.05227,14.99,-99.9999,2,1911,Schubart
238847,3.9665,0.2057,0.04884,14.71,-99.9999,2,1911,Schubart
239213,3.96634,0.2014,0.04881,14.77,-99.9999,2,1911,Schubart
239692,3.9673,0.21426,0.04826,14.95,-99.9999,2,1911,Schubart
239845,3.96653,0.20645,0.05079,14.52,-99.9999,2,1911,Schubart
241093,3.96634,0.20182,0.04963,14.68,-99.9999,2,1911,Schubart
241528,3.9651,0.17572,0.05013,14.76,-99.9999,2,1911,Schubart
242682,3.96449,0.1648,0.05044,15.26,-99.9999,2,1911,Schubart
242851,3.96527,0.17845,0.05,15.3,-99.9999,2,1911,Schubart
244397,3.96639,0.20306,0.04907,14.72,-99.9999,2,1911,Schubart
244488,3.96628,0.20011,0.05112,14.35,-99.9999,2,1911,Schubart
247920,3.9654,0.18114,0.04998,14.68,-99.9999,2,1911,Schubart
249246,3.96423,0.16138,0.05037,15.63,-99.9999,2,1911,Schubart
249275,3.96402,0.15559,0.05241,15.32,-99.9999,2,1911,Schubart
249284,3.9648,0.16868,0.05158,15.17,-99.9999,2,1911,Schubart
249324,3.96664,0.20947,0.0506,15.06,-99.9999,2,1911,Schubart
250128,3.967,0.21767,0.05053,15.19,-99.9999,2,1911,Schubart
250132,3.96687,0.21572,0.04953,15.5,-99.9999,2,1911,Schubart
252312,3.96579,0.18388,0.05046,14.75,-99.9999,2,1911,Schubart
253012,3.96544,0.18175,0.04537,14.29,-99.9999,2,1911,Schubart
254490,3.96523,0.177,0.05116,14.41,-99.9999,2,1911,Schubart
258148,3.965,0.17296,0.05114,14.67,-99.9999,2,1911,Schubart
259425,3.96638,0.20265,0.05076,14.25,-99.9999,2,1911,Schubart
259591,3.96726,0.21824,0.04306,15.57,-99.9999,2,1911,Schubart
259869,3.9652,0.1708,0.05181,14.99,-99.9999,2,1911,Schubart
260370,3.96536,0.17966,0.05128,14.62,-99.9999,2,1911,Schubart
262912,3.96492,0.17195,0.0493,14.91,-99.9999,2,1911,Schubart
266893,3.96609,0.19593,0.05194,15.21,-99.9999,2,1911,Schubart
269509,3.96666,0.20999,0.04968,15.57,-99.9999,2,1911,Schubart
269525,3.96599,0.19116,0.05009,16.03,-99.9999,2,1911,Schubart
269611,3.96419,0.16047,0.05053,15.75,-99.9999,2,1911,Schubart
270396,3.9651,0.17527,0.04924,14.92,-99.9999,2,1911,Schubart
271440,3.96732,0.21967,0.05487,15.45,-99.9999,2,1911,Schubart
273283,3.96516,0.17685,0.05075,14.59,-99.9999,2,1911,Schubart
274032,3.96627,0.1972,0.05049,15.56,-99.9999,2,1911,Schubart
274543,3.96613,0.194,0.04879,14.73,-99.9999,2,1911,Schubart
274658,3.96725,0.22,0.05762,15.13,-99.9999,2,1911,Schubart
274810,3.9666,0.20814,0.05195,16.04,-99.9999,2,1911,Schubart
275012,3.96554,0.17598,0.04756,15.15,-99.9999,2,1911,Schubart
275245,3.96646,0.20472,0.05058,15.36,-99.9999,2,1911,Schubart
279265,3.96524,0.16963,0.04847,15.62,-99.9999,2,1911,Schubart
280768,3.96587,0.19023,0.05129,15.47,-99.9999,2,1911,Schubart
283992,3.96514,0.17214,0.04795,15.0,-99.9999,2,1911,Schubart
